customerID,Churn,prediction,Churn_Probability,tenure,Contract,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MultipleLines,Partner,Dependents,gender,PhoneService,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,RetentionPriority
3528-HFRIQ,No,0.0,0.0784,71,Month-to-month,52.3,3765.05,DSL,Bank transfer (automatic),No,Yes,No,Yes,Yes,Yes,No phone service,Yes,No,Male,No,5,3,3,11,0.8623240440089633
0254-FNMCI,No,0.0,0.0503,72,Two year,109.9,7624.2,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Female,Yes,5,4,5,14,0.7041123779014069
5429-LWCMV,No,1.0,0.7149,12,Month-to-month,89.15,1057.55,Fiber optic,Electronic check,No,Yes,No,No,Yes,Yes,Yes,No,No,Female,Yes,3,2,5,10,7.148689387134215
9758-MFWGD,No,0.0,0.0374,48,One year,29.9,1388.75,DSL,Bank transfer (automatic),No,Yes,No,No,No,No,No phone service,Yes,Yes,Female,No,5,1,2,8,0.29958783890085705
8943-URTMR,Yes,1.0,0.6422,2,Month-to-month,79.65,152.7,Fiber optic,Mailed check,No,No,No,Yes,No,Yes,No,No,No,Female,Yes,1,1,4,6,3.853217606087663
4815-TUMEQ,No,0.0,0.1137,10,One year,19.3,185.2,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,Female,Yes,3,0,1,4,0.45468530041526645
9909-IDLEK,No,0.0,0.3424,20,Month-to-month,96.8,1826.7,Fiber optic,Mailed check,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Male,Yes,4,2,5,11,3.7666485997047787
9927-DSWDF,No,0.0,0.4752,22,Month-to-month,104.6,2180.55,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Male,Yes,4,4,5,13,6.177425867310557
9500-LTVBP,No,0.0,0.2309,35,Month-to-month,80.05,2835.9,Fiber optic,Credit card (automatic),No,No,Yes,No,No,No,Yes,No,No,Female,Yes,5,0,5,10,2.3091165290608453
7354-OIJLX,No,1.0,0.6796,9,Month-to-month,75.85,724.65,Fiber optic,Electronic check,No,No,No,No,No,Yes,Yes,No,No,Male,Yes,3,0,4,7,4.757161621321584
6133-OZILE,No,0.0,0.362,18,Month-to-month,35.2,607.3,DSL,Electronic check,No,No,Yes,No,No,Yes,No phone service,No,No,Female,No,4,0,2,6,2.1719981122387066
5673-TIYIB,Yes,0.0,0.4467,2,Month-to-month,40.4,77.15,DSL,Credit card (automatic),No,Yes,Yes,No,No,Yes,No phone service,No,No,Male,No,1,1,3,5,2.233716452614991
7191-ADRGF,No,0.0,0.0465,44,Two year,54.3,2390.45,DSL,Bank transfer (automatic),No,Yes,No,Yes,Yes,No,No phone service,Yes,No,Male,No,5,3,3,11,0.5115557517263417
1746-TGTWV,No,1.0,0.5318,1,Month-to-month,75.35,75.35,Fiber optic,Credit card (automatic),No,No,No,No,No,No,No,Yes,No,Male,Yes,1,0,4,5,2.6588191788759574
4879-GZLFH,No,0.0,0.4636,42,Month-to-month,92.15,3875.4,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Female,Yes,5,2,5,12,5.563035837661436
1644-IRKSF,Yes,0.0,0.3973,33,One year,93.8,3124.5,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Female,Yes,5,2,5,12,4.767607130695961
9402-ROUMJ,No,0.0,0.0941,67,One year,100.25,6689.0,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,2,5,12,1.1290117072947399
7136-IHZJA,No,0.0,0.083,40,Month-to-month,71.35,2847.2,DSL,Mailed check,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Female,Yes,5,3,4,12,0.9963101924661233
0277-BKSQP,No,0.0,0.4626,8,Month-to-month,54.4,475.1,DSL,Electronic check,No,No,No,Yes,No,Yes,No,Yes,Yes,Male,Yes,3,1,3,7,3.2381255000931985
6861-OKBCE,Yes,0.0,0.1156,11,Month-to-month,20.1,221.35,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,Yes,Female,Yes,3,0,2,5,0.577752919557542
9940-RHLFB,Yes,1.0,0.6206,1,Month-to-month,75.3,75.3,Fiber optic,Electronic check,No,No,No,No,No,No,No,No,No,Female,Yes,1,0,4,5,3.102931704075758
9070-BCKQP,No,0.0,0.0548,72,Two year,110.15,7881.2,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,Yes,5,3,5,13,0.7126435030163468
7113-HIPFI,No,0.0,0.0029,66,Two year,65.85,4097.05,DSL,Mailed check,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Male,Yes,5,2,4,11,0.031811040952528735
6374-AFWOX,No,0.0,0.0087,46,Two year,65.65,3047.15,DSL,Mailed check,Yes,Yes,Yes,No,No,No,No,Yes,No,Male,Yes,5,2,4,11,0.0957983309435243
4759-TRPLW,Yes,1.0,0.6198,1,Month-to-month,70.4,70.4,Fiber optic,Electronic check,No,No,No,No,No,No,No,No,No,Male,Yes,1,0,4,5,3.0991228779648052
8563-IIOXK,Yes,0.0,0.228,7,One year,49.75,331.3,DSL,Electronic check,Yes,No,No,No,No,Yes,No,Yes,Yes,Male,Yes,3,1,3,7,1.5956576130680975
8020-BWHYL,Yes,0.0,0.4623,15,Month-to-month,75.3,1147.45,Fiber optic,Credit card (automatic),No,Yes,No,No,No,Yes,No,No,No,Female,Yes,4,1,4,9,4.160619929260723
4188-FRABG,No,0.0,0.2552,57,Month-to-month,103.05,5925.75,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Male,Yes,5,3,5,13,3.3171380163739235
4625-EWPTF,Yes,0.0,0.491,8,Month-to-month,30.45,226.45,DSL,Electronic check,Yes,No,No,No,No,Yes,No phone service,No,No,Male,No,3,1,2,6,2.945943405950418
5980-NOPLP,Yes,1.0,0.5834,44,Month-to-month,96.1,4364.1,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Female,Yes,5,2,5,12,7.000696286912582
3295-YVUSR,No,1.0,0.655,2,Month-to-month,72.6,154.3,Fiber optic,Mailed check,No,No,No,No,No,Yes,Yes,No,No,Male,Yes,1,0,4,5,3.274804165834664
4119-ZYPZY,No,0.0,0.0919,71,Two year,106.8,7623.2,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Male,Yes,5,3,5,13,1.1944061625122457
6408-OTUBZ,No,0.0,0.0943,66,One year,104.55,6779.05,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Female,Yes,5,3,5,13,1.2261364143637
3727-OVPRY,No,0.0,0.0058,66,One year,25.7,1714.55,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,Male,Yes,5,0,2,7,0.04030908050791682
3797-FKOGQ,No,1.0,0.6145,11,Month-to-month,86.2,893.2,Fiber optic,Electronic check,No,No,No,No,Yes,No,Yes,No,Yes,Male,Yes,3,1,5,9,5.53057468276386
3970-XGJDU,No,0.0,0.0022,62,Two year,19.2,1123.65,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,Female,Yes,5,0,1,6,0.012988811384392562
5840-NVDCG,No,0.0,0.0391,16,Two year,68.25,1114.85,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Female,Yes,4,3,4,11,0.4305444832143641
9840-EFJQB,No,1.0,0.6124,1,Month-to-month,74.35,74.35,Fiber optic,Electronic check,No,Yes,No,No,No,No,No,No,No,Female,Yes,1,1,4,6,3.6742107521391354
3472-OAOOR,No,0.0,0.235,19,Month-to-month,34.95,610.2,DSL,Mailed check,Yes,Yes,No,No,No,Yes,No phone service,Yes,Yes,Male,No,4,2,2,8,1.8803944671527963
6000-APYLU,Yes,1.0,0.6862,9,Month-to-month,80.8,713.1,Fiber optic,Electronic check,No,No,No,No,Yes,Yes,No,No,No,Male,Yes,3,1,5,9,6.175827643013523
7105-BENQF,No,0.0,0.114,15,One year,64.85,950.75,DSL,Mailed check,Yes,No,No,No,Yes,No,No,No,Yes,Male,Yes,4,2,4,10,1.1404516767338346
2480-SQIOB,No,0.0,0.3862,4,Month-to-month,44.8,169.65,DSL,Electronic check,No,No,No,No,No,No,No,Yes,Yes,Male,Yes,2,0,3,5,1.9311635968867435
0947-IDHRQ,Yes,1.0,0.5964,7,Month-to-month,80.3,526.7,Fiber optic,Mailed check,No,No,No,Yes,No,Yes,No,No,No,Female,Yes,3,1,5,9,5.367999382984726
4350-ZTLPI,No,0.0,0.2496,53,One year,108.95,5718.2,Fiber optic,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,Yes,5,3,5,13,3.245248301619347
3021-VLNRJ,No,0.0,0.0273,50,One year,70.8,3478.15,DSL,Credit card (automatic),Yes,No,Yes,Yes,No,Yes,No,No,Yes,Female,Yes,5,2,4,11,0.2998946192985289
3507-GASNP,No,0.0,0.0015,60,Two year,19.95,1189.9,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,Yes,Male,Yes,5,0,1,6,0.009122720071421897
1902-XBTFB,Yes,0.0,0.4999,22,Month-to-month,89.4,2001.5,Fiber optic,Electronic check,No,Yes,No,Yes,No,Yes,No,No,Yes,Male,Yes,4,2,5,11,5.498861433679684
6050-IJRHS,No,0.0,0.2481,70,One year,106.5,7397.0,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,3,5,13,3.2259022890816516
8591-TKMZH,No,0.0,0.0615,59,Two year,111.1,6555.2,Fiber optic,Mailed check,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,Yes,5,4,5,14,0.8603736559614874
0734-OXWBT,No,0.0,0.3161,3,Month-to-month,70.7,225.65,DSL,Mailed check,No,No,Yes,Yes,Yes,No,No,No,Yes,Male,Yes,1,2,4,7,2.212981208017214
9381-NDKME,Yes,0.0,0.3696,24,Month-to-month,40.65,933.3,DSL,Credit card (automatic),No,No,No,No,Yes,Yes,No phone service,Yes,No,Female,No,4,1,3,8,2.9565200773165143
2282-YGNOR,No,0.0,0.0424,29,One year,58.0,1734.5,DSL,Credit card (automatic),Yes,No,Yes,No,No,No,No,No,No,Female,Yes,5,1,3,9,0.3819458660909262
5336-UFNZP,No,0.0,0.2865,65,One year,107.45,7047.5,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,3,5,13,3.724548546696687
7025-IWFHT,No,0.0,0.2078,41,One year,89.55,3729.75,Fiber optic,Electronic check,No,Yes,Yes,Yes,No,Yes,No,No,No,Male,Yes,5,2,5,12,2.4932697867870344
5366-IJEQJ,Yes,1.0,0.6296,20,Month-to-month,88.7,1761.45,Fiber optic,Electronic check,No,No,No,Yes,No,Yes,Yes,No,No,Male,Yes,4,1,5,10,6.295987090813755
7661-CPURM,No,0.0,0.3014,19,One year,87.7,1725.95,Fiber optic,Credit card (automatic),No,No,Yes,No,Yes,Yes,No,No,No,Male,Yes,4,1,5,10,3.0138313596881527
5902-WBLSE,No,0.0,0.0013,70,Two year,20.15,1411.2,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Female,Yes,5,0,2,7,0.008923075257957769
1981-INRFU,Yes,1.0,0.7241,2,Month-to-month,79.75,164.5,Fiber optic,Electronic check,No,No,No,Yes,No,Yes,No,No,No,Female,Yes,1,1,4,6,4.344837880504292
4971-PUYQO,Yes,1.0,0.6001,27,Month-to-month,94.55,2724.6,Fiber optic,Mailed check,No,No,No,Yes,Yes,Yes,Yes,No,No,Female,Yes,5,2,5,12,7.200643660365211
5115-GZDEL,No,0.0,0.0062,72,Two year,67.2,4671.7,DSL,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,No,No phone service,No,Yes,Male,No,5,4,4,13,0.0801791056516089
8485-GJCDN,Yes,1.0,0.5751,5,Month-to-month,69.05,318.5,Fiber optic,Mailed check,No,No,No,No,No,Yes,No,No,No,Female,Yes,2,0,4,6,3.4508891194159013
8486-AYEQH,No,0.0,0.4743,31,Month-to-month,76.05,2227.8,Fiber optic,Electronic check,No,No,No,No,No,Yes,Yes,No,No,Female,Yes,5,0,4,9,4.268352457218044
6029-WTIPC,Yes,1.0,0.6019,37,Month-to-month,101.1,3744.05,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,Yes,No,No,Male,Yes,5,2,5,12,7.22289196071923
8634-CILSZ,Yes,0.0,0.1585,69,One year,104.7,7220.35,Fiber optic,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Male,Yes,5,3,5,13,2.060686448148463
2495-KZNFB,No,0.0,0.4933,33,Month-to-month,90.65,2989.6,Fiber optic,Electronic check,Yes,No,No,No,Yes,Yes,Yes,No,No,Female,Yes,5,2,5,12,5.920064882456723
2885-HIJDH,No,0.0,0.0117,69,Two year,86.9,6194.1,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,Yes,5,3,5,13,0.15236238153610138
6682-QJDGB,Yes,0.0,0.0637,40,Month-to-month,55.25,2139.2,DSL,Mailed check,Yes,Yes,No,No,No,Yes,No,No,Yes,Male,Yes,5,2,3,10,0.6366347072197209
9530-EHPOH,Yes,0.0,0.3859,11,Month-to-month,53.75,608.0,DSL,Electronic check,No,No,No,No,No,No,Yes,No,No,Male,Yes,3,0,3,6,2.31555559290827
6574-MCOEH,No,0.0,0.1873,33,One year,79.15,2531.4,DSL,Electronic check,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,2,4,11,2.0604271586929737
7399-QHBJS,No,0.0,0.0034,72,Two year,66.75,4760.3,DSL,Credit card (automatic),Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Female,Yes,5,2,4,11,0.03697488567574192
3317-HRTNN,Yes,1.0,0.6579,5,Month-to-month,45.7,198.0,DSL,Electronic check,No,No,No,Yes,Yes,No,No phone service,No,No,Female,No,2,2,3,7,4.605051743556356
9479-HYNYL,No,0.0,0.0137,71,Two year,80.7,5705.05,DSL,Credit card (automatic),No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Female,Yes,5,3,5,13,0.17849843690504863
3235-ETOOB,Yes,1.0,0.5649,8,Month-to-month,74.5,609.9,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,No,Yes,No,Male,Yes,3,1,4,8,4.519015196200737
2927-CVULT,No,0.0,0.059,53,Two year,104.05,5566.4,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,3,5,13,0.766954778384985
2144-BFDSO,No,0.0,0.3236,50,Month-to-month,108.75,5431.9,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Female,Yes,5,4,5,14,4.5304778084175705
7647-GYYKX,No,0.0,0.0036,54,Two year,20.35,1092.35,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Female,Yes,5,0,2,7,0.02515480208370713
5647-FXOTP,No,0.0,0.4822,60,Month-to-month,105.9,6401.25,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Female,Yes,5,3,5,13,6.268456248188619
8821-XNHVZ,Yes,1.0,0.6276,1,Month-to-month,80.05,80.05,Fiber optic,Mailed check,No,No,No,Yes,No,Yes,No,Yes,Yes,Female,Yes,1,1,5,7,4.393190071860503
2082-OJVTK,Yes,1.0,0.5764,29,Month-to-month,89.2,2698.35,Fiber optic,Electronic check,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Male,Yes,5,1,5,11,6.340395854973993
1941-HOSAM,No,1.0,0.7558,1,Month-to-month,90.1,90.1,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Male,Yes,1,2,5,8,6.046084062843385
6171-ZTVYB,No,0.0,0.0614,43,Month-to-month,66.25,2907.35,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,No,No,Yes,Yes,No,Male,Yes,5,2,4,11,0.6749776555572687
8053-WWDRO,Yes,0.0,0.1985,6,Month-to-month,19.5,146.3,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,Female,Yes,2,0,1,3,0.5954788898576269
1935-IMVBB,No,0.0,0.2311,56,Month-to-month,89.7,4952.95,Fiber optic,Mailed check,No,No,No,Yes,Yes,No,No,Yes,No,Male,Yes,5,2,5,12,2.77279832448146
2535-PBCGC,No,0.0,0.0097,70,Two year,64.55,4504.9,DSL,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,No,No phone service,Yes,No,Female,No,5,4,4,13,0.1258932272518568
9866-OCCKE,No,0.0,0.0599,72,Two year,109.75,8075.35,Fiber optic,Mailed check,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,Yes,5,3,5,13,0.7783788772100705
8731-WBBMB,No,0.0,0.2024,26,Month-to-month,81.9,2078.55,DSL,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,No,No,Yes,No,Female,Yes,5,3,5,13,2.63096739446231
1270-XKUCC,No,0.0,0.0101,30,Two year,19.7,599.25,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Female,Yes,5,0,1,6,0.06038385582886341
4565-EVZMJ,No,0.0,0.0261,47,One year,58.9,2813.05,DSL,Mailed check,Yes,Yes,Yes,No,No,Yes,No,No,No,Female,Yes,5,2,3,10,0.2608342419073739
6386-SZZKH,Yes,0.0,0.1093,49,Two year,107.95,5293.2,Fiber optic,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,3,5,13,1.4202760463593447
3327-YBAKM,No,0.0,0.1052,64,One year,96.9,6314.35,Fiber optic,Mailed check,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Female,Yes,5,3,5,13,1.3679838373695064
9441-QHEVC,No,0.0,0.2155,1,Month-to-month,19.1,19.1,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,1,0,1,2,0.430901773455983
4254-QPEDE,No,0.0,0.0185,52,Two year,66.25,3330.1,DSL,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,No,No phone service,Yes,No,Female,No,5,4,4,13,0.24070265890331333
5375-XLDOF,No,0.0,0.0507,69,Two year,114.35,7665.8,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,Yes,5,4,5,14,0.7103839187069754
5649-VUKMC,Yes,0.0,0.4058,12,One year,95.5,1115.15,Fiber optic,Mailed check,No,No,No,Yes,Yes,No,No,No,No,Female,Yes,3,2,5,10,4.058191207617787
4273-MBHYA,No,1.0,0.7511,1,Month-to-month,89.35,89.35,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,No,No,Yes,Female,Yes,1,2,5,8,6.008947239788186
4724-WXVWF,No,0.0,0.2939,48,Month-to-month,95.4,4445.3,Fiber optic,Electronic check,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Male,Yes,5,2,5,12,3.5272946637856695
1460-UZPRJ,No,0.0,0.002,60,Two year,19.95,1258.15,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,Male,Yes,5,0,1,6,0.011912110177719315
6082-GLJIX,No,0.0,0.09,18,Month-to-month,19.25,331.35,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,4,0,1,5,0.45018593722595257
2495-TTHBQ,No,0.0,0.134,4,One year,20.4,84.75,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,Female,Yes,2,0,2,4,0.5361294744252776
3810-PJUHR,No,0.0,0.0013,70,Two year,25.35,1715.15,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,Male,Yes,5,0,2,7,0.00903084791805242
9050-QLROH,Yes,1.0,0.5797,18,Month-to-month,90.7,1597.25,Fiber optic,Credit card (automatic),No,No,No,No,Yes,Yes,Yes,No,No,Male,Yes,4,1,5,10,5.7966028018438065
0847-HGRML,No,0.0,0.0015,62,Two year,20.0,1250.1,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,Yes,Male,Yes,5,0,1,6,0.008776457354609857
0877-SDMBN,Yes,0.0,0.2351,54,One year,103.95,5639.05,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,Yes,Yes,Yes,No,No,Female,Yes,5,3,5,13,3.056415107421943
2786-GCDPI,No,0.0,0.449,50,Month-to-month,104.95,5222.35,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Female,Yes,5,2,5,12,5.387580259558975
9637-EIHEQ,Yes,0.0,0.4452,1,Month-to-month,50.8,50.8,DSL,Electronic check,No,No,Yes,No,No,Yes,No,No,No,Female,Yes,1,0,3,4,1.7809284013634512
9229-RQABD,No,0.0,0.0681,18,One year,23.75,424.5,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,No,Male,Yes,4,0,2,6,0.4084488280892262
5320-BRKGK,No,0.0,0.0092,58,Two year,75.8,4415.75,DSL,Mailed check,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Female,Yes,5,2,4,11,0.10134554567435483
2362-IBOOY,Yes,1.0,0.5282,36,Month-to-month,84.75,3050.15,Fiber optic,Electronic check,No,No,No,No,Yes,Yes,Yes,No,No,Male,Yes,5,1,5,11,5.810087747585106
3137-LUPIX,No,0.0,0.4183,4,Month-to-month,64.4,253.0,DSL,Mailed check,No,No,Yes,Yes,No,Yes,Yes,No,No,Female,Yes,2,1,4,7,2.9281493919363326
6143-JQKEA,No,0.0,0.3217,10,Month-to-month,45.8,436.2,DSL,Credit card (automatic),No,No,No,No,No,Yes,No,No,No,Male,Yes,3,0,3,6,1.930060439693484
8676-OOQEJ,No,0.0,0.4669,4,Month-to-month,30.5,118.4,DSL,Electronic check,No,No,Yes,No,No,No,No phone service,No,No,Male,No,2,0,2,4,1.8675942594138428
5376-DEQCP,Yes,1.0,0.6994,1,Month-to-month,70.6,70.6,Fiber optic,Electronic check,No,No,No,No,No,Yes,No,No,No,Female,Yes,1,0,4,5,3.4968577336701383
9095-HFAFX,Yes,1.0,0.6111,5,Month-to-month,81.0,389.6,Fiber optic,Credit card (automatic),No,No,No,Yes,No,Yes,No,No,No,Female,Yes,2,1,5,8,4.888610467872761
5627-TVBPP,No,0.0,0.0231,35,One year,20.1,644.5,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,Female,Yes,5,0,2,7,0.1616271461101455
8910-ICHIU,No,0.0,0.1542,46,One year,95.65,4664.2,Fiber optic,Credit card (automatic),Yes,Yes,No,Yes,No,Yes,No,No,No,Female,Yes,5,3,5,13,2.00487889530664
4097-YODCF,No,0.0,0.3494,34,One year,103.8,3470.8,Fiber optic,Electronic check,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Male,Yes,5,4,5,14,4.89193237706689
9715-WZCLW,No,0.0,0.0721,71,Two year,97.2,6910.3,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,Yes,5,3,5,13,0.9368987844443862
6005-OBZPH,Yes,1.0,0.5813,26,Month-to-month,89.15,2277.65,Fiber optic,Electronic check,No,Yes,No,Yes,No,Yes,Yes,No,No,Female,Yes,5,2,5,12,6.975673718629142
7932-WPTDS,Yes,1.0,0.6956,1,Month-to-month,24.8,24.8,DSL,Electronic check,No,No,No,No,No,Yes,No phone service,Yes,No,Female,No,1,0,2,3,2.0869318372097134
6833-JMZYP,No,1.0,0.6106,15,Month-to-month,94.0,1505.45,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,Yes,No,No,No,Female,Yes,4,2,5,11,6.716345594955286
1310-QRITU,No,0.0,0.3951,18,Month-to-month,50.3,913.3,DSL,Electronic check,No,No,No,No,No,Yes,Yes,No,No,Female,Yes,4,0,3,7,2.765416090089376
7173-TETGO,No,0.0,0.0188,72,Two year,78.5,5602.25,Fiber optic,Bank transfer (automatic),Yes,No,No,No,No,No,Yes,Yes,No,Female,Yes,5,1,4,10,0.1877744462900266
7929-SKFGK,No,0.0,0.0472,70,Two year,114.3,8244.3,Fiber optic,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Male,Yes,5,4,5,14,0.6604508611979674
5228-EXCET,Yes,1.0,0.652,13,Month-to-month,80.85,1008.7,Fiber optic,Electronic check,No,No,No,No,Yes,Yes,No,No,No,Male,Yes,4,1,5,10,6.520049818828735
6435-VWCCY,No,0.0,0.0435,65,Two year,92.7,5968.4,Fiber optic,Credit card (automatic),Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Male,Yes,5,3,5,13,0.5652110240294431
7394-FKDNK,Yes,1.0,0.6875,9,Month-to-month,89.45,853.1,Fiber optic,Electronic check,No,No,No,Yes,Yes,No,No,Yes,No,Female,Yes,3,2,5,10,6.8754710970770905
6331-LWDTQ,Yes,1.0,0.5096,10,Month-to-month,72.15,794.25,DSL,Credit card (automatic),No,No,No,Yes,Yes,Yes,Yes,No,No,Male,Yes,3,2,4,9,4.586758806846159
5995-WWKKG,No,0.0,0.0357,37,One year,19.8,695.05,No,Electronic check,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,Female,Yes,5,0,1,6,0.21448869233707635
7879-CGSFV,No,0.0,0.1573,55,One year,100.9,5552.05,Fiber optic,Mailed check,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Male,Yes,5,4,5,14,2.2023123218625402
7432-FFVAR,No,0.0,0.1192,46,One year,90.95,4236.6,Fiber optic,Bank transfer (automatic),No,No,Yes,No,Yes,No,No,Yes,Yes,Female,Yes,5,1,5,11,1.311688983664196
5959-BELXA,Yes,1.0,0.5293,32,Month-to-month,96.15,3019.25,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,Yes,Yes,No,No,Male,Yes,5,2,5,12,6.351765497692837
3512-IZIKN,Yes,0.0,0.0048,70,Two year,65.3,4759.75,DSL,Credit card (automatic),Yes,No,Yes,No,No,No,Yes,Yes,No,Female,Yes,5,1,4,10,0.04764890871052585
7109-MFBYV,No,0.0,0.1928,26,Month-to-month,45.45,1233.15,DSL,Electronic check,No,No,No,No,No,No,No,No,No,Male,Yes,5,0,3,8,1.5425168664483753
1833-TCXKK,No,0.0,0.4987,45,Month-to-month,107.75,4882.8,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Male,Yes,5,3,5,13,6.482909043534484
1832-PEUTS,No,0.0,0.0528,62,Two year,89.1,5411.65,Fiber optic,Credit card (automatic),No,No,No,Yes,No,Yes,Yes,Yes,Yes,Male,Yes,5,1,5,11,0.5804647178776773
0580-PIQHM,No,0.0,0.213,41,One year,101.6,3930.55,Fiber optic,Bank transfer (automatic),Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,3,5,13,2.7684938532397987
9970-QBCDA,No,0.0,0.1733,6,Month-to-month,19.7,129.55,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Female,Yes,2,0,1,3,0.5197508407414109
